ID,DATETIME,rho,X
100017340,2021-12-23 12:00:00,ENTITY01,97
100017341,2021-12-23 13:00:00,ENTITY01,9
100017342,2021-12-23 14:00:00,ENTITY01,34
100017343,2021-12-23 15:00:00,ENTITY01,13
100017344,2021-12-23 16:00:00,ENTITY01,27
100017345,2021-12-23 17:00:00,ENTITY01,99
100017346,2021-12-23 18:00:00,ENTITY01,82
100017347,2021-12-23 19:00:00,ENTITY01,0
100017348,2021-12-23 20:00:00,ENTITY01,19
100017349,2021-12-23 21:00:00,ENTITY01,33
100017350,2021-12-23 22:00:00,ENTITY01,67
100017351,2021-12-23 23:00:00,ENTITY01,89
100017352,2021-12-24 00:00:00,ENTITY01,56
100017353,2021-12-24 01:00:00,ENTITY01,34
100017354,2021-12-24 02:00:00,ENTITY01,73
100017355,2021-12-24 03:00:00,ENTITY01,29
100017356,2021-12-24 04:00:00,ENTITY01,29
100017357,2021-12-24 05:00:00,ENTITY01,29
100017358,2021-12-24 06:00:00,ENTITY01,96
100017359,2021-12-24 07:00:00,ENTITY01,20
100017360,2021-12-24 08:00:00,ENTITY01,13
100017361,2021-12-24 09:00:00,ENTITY01,27
100017362,2021-12-24 10:00:00,ENTITY01,9
100017363,2021-12-24 11:00:00,ENTITY01,60
100017364,2021-12-24 12:00:00,ENTITY01,99
100017365,2021-12-24 13:00:00,ENTITY01,51
100017366,2021-12-24 14:00:00,ENTITY01,40
100017367,2021-12-24 15:00:00,ENTITY01,90
100017368,2021-12-24 16:00:00,ENTITY01,18
100017369,2021-12-24 17:00:00,ENTITY01,52
100017370,2021-12-24 18:00:00,ENTITY01,70
100017371,2021-12-24 19:00:00,ENTITY01,13
100017372,2021-12-24 20:00:00,ENTITY01,89
100017373,2021-12-24 21:00:00,ENTITY01,38
100017374,2021-12-24 22:00:00,ENTITY01,88
100017375,2021-12-24 23:00:00,ENTITY01,85
100017376,2021-12-25 00:00:00,ENTITY01,61
100017377,2021-12-25 01:00:00,ENTITY01,7
100017378,2021-12-25 02:00:00,ENTITY01,64
100017379,2021-12-25 03:00:00,ENTITY01,35
100017380,2021-12-25 04:00:00,ENTITY01,99
100017381,2021-12-25 05:00:00,ENTITY01,13
100017382,2021-12-25 06:00:00,ENTITY01,37
100017383,2021-12-25 07:00:00,ENTITY01,79
100017384,2021-12-25 08:00:00,ENTITY01,77
100017385,2021-12-25 09:00:00,ENTITY01,33
100017386,2021-12-25 10:00:00,ENTITY01,52
100017387,2021-12-25 11:00:00,ENTITY01,8
100017388,2021-12-25 12:00:00,ENTITY01,92
100017389,2021-12-25 13:00:00,ENTITY01,32
100017390,2021-12-25 14:00:00,ENTITY01,27
100017391,2021-12-25 15:00:00,ENTITY01,24
100017392,2021-12-25 16:00:00,ENTITY01,0
100017393,2021-12-25 17:00:00,ENTITY01,10
100017394,2021-12-25 18:00:00,ENTITY01,7
100017395,2021-12-25 19:00:00,ENTITY01,13
100017396,2021-12-25 20:00:00,ENTITY01,63
100017397,2021-12-25 21:00:00,ENTITY01,89
100017398,2021-12-25 22:00:00,ENTITY01,8
100017399,2021-12-25 23:00:00,ENTITY01,64
100017400,2021-12-26 00:00:00,ENTITY01,3
100017401,2021-12-26 01:00:00,ENTITY01,85
100017402,2021-12-26 02:00:00,ENTITY01,89
100017403,2021-12-26 03:00:00,ENTITY01,53
100017404,2021-12-26 04:00:00,ENTITY01,48
100017405,2021-12-26 05:00:00,ENTITY01,99
100017406,2021-12-26 06:00:00,ENTITY01,46
100017407,2021-12-26 07:00:00,ENTITY01,48
100017408,2021-12-26 08:00:00,ENTITY01,81
100017409,2021-12-26 09:00:00,ENTITY01,88
100017410,2021-12-26 10:00:00,ENTITY01,96
100017411,2021-12-26 11:00:00,ENTITY01,20
100017412,2021-12-26 12:00:00,ENTITY01,15
100017413,2021-12-26 13:00:00,ENTITY01,34
100017414,2021-12-26 14:00:00,ENTITY01,29
100017415,2021-12-26 15:00:00,ENTITY01,37
100017416,2021-12-26 16:00:00,ENTITY01,64
100017417,2021-12-26 17:00:00,ENTITY01,65
100017418,2021-12-26 18:00:00,ENTITY01,9
100017419,2021-12-26 19:00:00,ENTITY01,88
100017420,2021-12-26 20:00:00,ENTITY01,35
100017421,2021-12-26 21:00:00,ENTITY01,32
100017422,2021-12-26 22:00:00,ENTITY01,77
100017423,2021-12-26 23:00:00,ENTITY01,88
100017424,2021-12-27 00:00:00,ENTITY01,17
100017425,2021-12-27 01:00:00,ENTITY01,20
100017426,2021-12-27 02:00:00,ENTITY01,24
100017427,2021-12-27 03:00:00,ENTITY01,11
100017428,2021-12-27 04:00:00,ENTITY01,8
100017429,2021-12-27 05:00:00,ENTITY01,58
100017430,2021-12-27 06:00:00,ENTITY01,12
100017431,2021-12-27 07:00:00,ENTITY01,73
100017432,2021-12-27 08:00:00,ENTITY01,20
100017433,2021-12-27 09:00:00,ENTITY01,46
100017434,2021-12-27 10:00:00,ENTITY01,0
100017435,2021-12-27 11:00:00,ENTITY01,29
100017436,2021-12-27 12:00:00,ENTITY01,55
100017437,2021-12-27 13:00:00,ENTITY01,36
100017438,2021-12-27 14:00:00,ENTITY01,0
100017439,2021-12-27 15:00:00,ENTITY01,12
100017440,2021-12-27 16:00:00,ENTITY01,16
100017441,2021-12-27 17:00:00,ENTITY01,61
100017442,2021-12-27 18:00:00,ENTITY01,31
100017443,2021-12-27 19:00:00,ENTITY01,59
100017444,2021-12-27 20:00:00,ENTITY01,96
100017445,2021-12-27 21:00:00,ENTITY01,95
100017446,2021-12-27 22:00:00,ENTITY01,40
100017447,2021-12-27 23:00:00,ENTITY01,2
100017448,2021-12-28 00:00:00,ENTITY01,89
100017449,2021-12-28 01:00:00,ENTITY01,22
100017450,2021-12-28 02:00:00,ENTITY01,59
100017451,2021-12-28 03:00:00,ENTITY01,21
100017452,2021-12-28 04:00:00,ENTITY01,83
100017453,2021-12-28 05:00:00,ENTITY01,88
100017454,2021-12-28 06:00:00,ENTITY01,56
100017455,2021-12-28 07:00:00,ENTITY01,57
100017456,2021-12-28 08:00:00,ENTITY01,56
100017457,2021-12-28 09:00:00,ENTITY01,4
100017458,2021-12-28 10:00:00,ENTITY01,4
100017459,2021-12-28 11:00:00,ENTITY01,45
100017460,2021-12-28 12:00:00,ENTITY01,41
100017461,2021-12-28 13:00:00,ENTITY01,25
100017462,2021-12-28 14:00:00,ENTITY01,5
100017463,2021-12-28 15:00:00,ENTITY01,85
100017464,2021-12-28 16:00:00,ENTITY01,30
100017465,2021-12-28 17:00:00,ENTITY01,28
100017466,2021-12-28 18:00:00,ENTITY01,71
100017467,2021-12-28 19:00:00,ENTITY01,36
100017468,2021-12-28 20:00:00,ENTITY01,81
100017469,2021-12-28 21:00:00,ENTITY01,66
100017470,2021-12-28 22:00:00,ENTITY01,47
100017471,2021-12-28 23:00:00,ENTITY01,91
100017472,2021-12-29 00:00:00,ENTITY01,56
100017473,2021-12-29 01:00:00,ENTITY01,35
100017474,2021-12-29 02:00:00,ENTITY01,11
100017475,2021-12-29 03:00:00,ENTITY01,10
100017476,2021-12-29 04:00:00,ENTITY01,62
100017477,2021-12-29 05:00:00,ENTITY01,90
100017478,2021-12-29 06:00:00,ENTITY01,32
100017479,2021-12-29 07:00:00,ENTITY01,30
100017480,2021-12-29 08:00:00,ENTITY01,76
100017481,2021-12-29 09:00:00,ENTITY01,7
100017482,2021-12-29 10:00:00,ENTITY01,76
100017483,2021-12-29 11:00:00,ENTITY01,82
100017484,2021-12-29 12:00:00,ENTITY01,57
100017485,2021-12-29 13:00:00,ENTITY01,82
100017486,2021-12-29 14:00:00,ENTITY01,95
100017487,2021-12-29 15:00:00,ENTITY01,92
100017488,2021-12-29 16:00:00,ENTITY01,85
100017489,2021-12-29 17:00:00,ENTITY01,32
100017490,2021-12-29 18:00:00,ENTITY01,97
100017491,2021-12-29 19:00:00,ENTITY01,1
100017492,2021-12-29 20:00:00,ENTITY01,83
100017493,2021-12-29 21:00:00,ENTITY01,87
100017494,2021-12-29 22:00:00,ENTITY01,5
100017495,2021-12-29 23:00:00,ENTITY01,70
100017496,2021-12-30 00:00:00,ENTITY01,57
100017497,2021-12-30 01:00:00,ENTITY01,60
100017498,2021-12-30 02:00:00,ENTITY01,4
100017499,2021-12-30 03:00:00,ENTITY01,12
100017500,2021-12-30 04:00:00,ENTITY01,44
100017501,2021-12-30 05:00:00,ENTITY01,95
100017502,2021-12-30 06:00:00,ENTITY01,29
100017503,2021-12-30 07:00:00,ENTITY01,57
100017504,2021-12-30 08:00:00,ENTITY01,22
100017505,2021-12-30 09:00:00,ENTITY01,22
100017506,2021-12-30 10:00:00,ENTITY01,89
100017507,2021-12-30 11:00:00,ENTITY01,0
100017508,2021-12-30 12:00:00,ENTITY01,52
100017509,2021-12-30 13:00:00,ENTITY01,91
100017510,2021-12-30 14:00:00,ENTITY01,90
100017511,2021-12-30 15:00:00,ENTITY01,92
100017512,2021-12-30 16:00:00,ENTITY01,68
100017513,2021-12-30 17:00:00,ENTITY01,1
100017514,2021-12-30 18:00:00,ENTITY01,60
100017515,2021-12-30 19:00:00,ENTITY01,83
100017516,2021-12-30 20:00:00,ENTITY01,55
100017517,2021-12-30 21:00:00,ENTITY01,76
100017518,2021-12-30 22:00:00,ENTITY01,56
100017519,2021-12-30 23:00:00,ENTITY01,26
100017520,2021-12-31 00:00:00,ENTITY01,76
100017521,2021-12-31 01:00:00,ENTITY01,72
100017522,2021-12-31 02:00:00,ENTITY01,37
100017523,2021-12-31 03:00:00,ENTITY01,14
100017524,2021-12-31 04:00:00,ENTITY01,25
100017525,2021-12-31 05:00:00,ENTITY01,58
100017526,2021-12-31 06:00:00,ENTITY01,31
100017527,2021-12-31 07:00:00,ENTITY01,19
100017528,2021-12-31 08:00:00,ENTITY01,71
100017529,2021-12-31 09:00:00,ENTITY01,18
100017530,2021-12-31 10:00:00,ENTITY01,94
100017531,2021-12-31 11:00:00,ENTITY01,41
100017532,2021-12-31 12:00:00,ENTITY01,32
100017533,2021-12-31 13:00:00,ENTITY01,26
100017534,2021-12-31 14:00:00,ENTITY01,64
100017535,2021-12-31 15:00:00,ENTITY01,55
100017536,2021-12-31 16:00:00,ENTITY01,43
100017537,2021-12-31 17:00:00,ENTITY01,9
100017538,2021-12-31 18:00:00,ENTITY01,12
100017539,2021-12-31 19:00:00,ENTITY01,27
100017540,2021-12-31 20:00:00,ENTITY01,5
100017541,2021-12-31 21:00:00,ENTITY01,28
100017542,2021-12-31 22:00:00,ENTITY01,5
100017543,2021-12-31 23:00:00,ENTITY01,45
100017544,2022-01-01 00:00:00,ENTITY01,57
100017545,2022-01-01 01:00:00,ENTITY01,6
100017546,2022-01-01 02:00:00,ENTITY01,77
100017547,2022-01-01 03:00:00,ENTITY01,13
100017548,2022-01-01 04:00:00,ENTITY01,2
100017549,2022-01-01 05:00:00,ENTITY01,56
100017550,2022-01-01 06:00:00,ENTITY01,19
100017551,2022-01-01 07:00:00,ENTITY01,34
100017552,2022-01-01 08:00:00,ENTITY01,38
100017553,2022-01-01 09:00:00,ENTITY01,48
100017554,2022-01-01 10:00:00,ENTITY01,50
100017555,2022-01-01 11:00:00,ENTITY01,23
100017556,2022-01-01 12:00:00,ENTITY01,86
100017557,2022-01-01 13:00:00,ENTITY01,70
100017558,2022-01-01 14:00:00,ENTITY01,96
100017559,2022-01-01 15:00:00,ENTITY01,57
100017560,2022-01-01 16:00:00,ENTITY01,8
100017561,2022-01-01 17:00:00,ENTITY01,98
100017562,2022-01-01 18:00:00,ENTITY01,1
100017563,2022-01-01 19:00:00,ENTITY01,79
100017564,2022-01-01 20:00:00,ENTITY01,67
100017565,2022-01-01 21:00:00,ENTITY01,70
100017566,2022-01-01 22:00:00,ENTITY01,8
100017567,2022-01-01 23:00:00,ENTITY01,47
100017568,2022-01-02 00:00:00,ENTITY01,71
100017569,2022-01-02 01:00:00,ENTITY01,95
100017570,2022-01-02 02:00:00,ENTITY01,73
100017571,2022-01-02 03:00:00,ENTITY01,67
100017572,2022-01-02 04:00:00,ENTITY01,38
100017573,2022-01-02 05:00:00,ENTITY01,30
100017574,2022-01-02 06:00:00,ENTITY01,9
100017575,2022-01-02 07:00:00,ENTITY01,61
100017576,2022-01-02 08:00:00,ENTITY01,84
100017577,2022-01-02 09:00:00,ENTITY01,48
100017578,2022-01-02 10:00:00,ENTITY01,3
100017579,2022-01-02 11:00:00,ENTITY01,21
100017580,2022-01-02 12:00:00,ENTITY01,71
100017581,2022-01-02 13:00:00,ENTITY01,67
100017582,2022-01-02 14:00:00,ENTITY01,81
100017583,2022-01-02 15:00:00,ENTITY01,58
100017584,2022-01-02 16:00:00,ENTITY01,85
100017585,2022-01-02 17:00:00,ENTITY01,21
100017586,2022-01-02 18:00:00,ENTITY01,44
100017587,2022-01-02 19:00:00,ENTITY01,5
100017588,2022-01-02 20:00:00,ENTITY01,78
100017589,2022-01-02 21:00:00,ENTITY01,4
100017590,2022-01-02 22:00:00,ENTITY01,12
100017591,2022-01-02 23:00:00,ENTITY01,39
100017592,2022-01-03 00:00:00,ENTITY01,41
100017593,2022-01-03 01:00:00,ENTITY01,45
100017594,2022-01-03 02:00:00,ENTITY01,4
100017595,2022-01-03 03:00:00,ENTITY01,92
100017596,2022-01-03 04:00:00,ENTITY01,4
100017597,2022-01-03 05:00:00,ENTITY01,34
100017598,2022-01-03 06:00:00,ENTITY01,24
100017599,2022-01-03 07:00:00,ENTITY01,55
100017600,2022-01-03 08:00:00,ENTITY01,72
100017601,2022-01-03 09:00:00,ENTITY01,91
100017602,2022-01-03 10:00:00,ENTITY01,81
100017603,2022-01-03 11:00:00,ENTITY01,40
100017604,2022-01-03 12:00:00,ENTITY01,24
100017605,2022-01-03 13:00:00,ENTITY01,99
100017606,2022-01-03 14:00:00,ENTITY01,81
100017607,2022-01-03 15:00:00,ENTITY01,58
100017608,2022-01-03 16:00:00,ENTITY01,84
100017609,2022-01-03 17:00:00,ENTITY01,32
100017610,2022-01-03 18:00:00,ENTITY01,17
100017611,2022-01-03 19:00:00,ENTITY01,91
100017612,2022-01-03 20:00:00,ENTITY01,14
100017613,2022-01-03 21:00:00,ENTITY01,96
100017614,2022-01-03 22:00:00,ENTITY01,38
100017615,2022-01-03 23:00:00,ENTITY01,91
100017616,2022-01-04 00:00:00,ENTITY01,94
100017617,2022-01-04 01:00:00,ENTITY01,51
100017618,2022-01-04 02:00:00,ENTITY01,41
100017619,2022-01-04 03:00:00,ENTITY01,0
100017620,2022-01-04 04:00:00,ENTITY01,32
100017621,2022-01-04 05:00:00,ENTITY01,6
100017622,2022-01-04 06:00:00,ENTITY01,90
100017623,2022-01-04 07:00:00,ENTITY01,5
100017624,2022-01-04 08:00:00,ENTITY01,9
100017625,2022-01-04 09:00:00,ENTITY01,75
100017626,2022-01-04 10:00:00,ENTITY01,10
100017627,2022-01-04 11:00:00,ENTITY01,3
100017628,2022-01-04 12:00:00,ENTITY01,23
100017629,2022-01-04 13:00:00,ENTITY01,67
100017630,2022-01-04 14:00:00,ENTITY01,10
100017631,2022-01-04 15:00:00,ENTITY01,50
100017632,2022-01-04 16:00:00,ENTITY01,59
100017633,2022-01-04 17:00:00,ENTITY01,92
100017634,2022-01-04 18:00:00,ENTITY01,47
100017635,2022-01-04 19:00:00,ENTITY01,89
100017636,2022-01-04 20:00:00,ENTITY01,53
100017637,2022-01-04 21:00:00,ENTITY01,54
100017638,2022-01-04 22:00:00,ENTITY01,99
100017639,2022-01-04 23:00:00,ENTITY01,6
100017640,2022-01-05 00:00:00,ENTITY01,82
100017641,2022-01-05 01:00:00,ENTITY01,71
100017642,2022-01-05 02:00:00,ENTITY01,4
100017643,2022-01-05 03:00:00,ENTITY01,67
100017644,2022-01-05 04:00:00,ENTITY01,24
100017645,2022-01-05 05:00:00,ENTITY01,71
100017646,2022-01-05 06:00:00,ENTITY01,32
100017647,2022-01-05 07:00:00,ENTITY01,88
100017648,2022-01-05 08:00:00,ENTITY01,77
100017649,2022-01-05 09:00:00,ENTITY01,18
100017650,2022-01-05 10:00:00,ENTITY01,81
100017651,2022-01-05 11:00:00,ENTITY01,78
100017652,2022-01-05 12:00:00,ENTITY01,33
100017653,2022-01-05 13:00:00,ENTITY01,4
100017654,2022-01-05 14:00:00,ENTITY01,13
100017655,2022-01-05 15:00:00,ENTITY01,52
100017656,2022-01-05 16:00:00,ENTITY01,33
100017657,2022-01-05 17:00:00,ENTITY01,82
100017658,2022-01-05 18:00:00,ENTITY01,21
100017659,2022-01-05 19:00:00,ENTITY01,11
100017660,2022-01-05 20:00:00,ENTITY01,38
100017661,2022-01-05 21:00:00,ENTITY01,91
100017662,2022-01-05 22:00:00,ENTITY01,30
100017663,2022-01-05 23:00:00,ENTITY01,81
100017664,2022-01-06 00:00:00,ENTITY01,43
100017665,2022-01-06 01:00:00,ENTITY01,58
100017666,2022-01-06 02:00:00,ENTITY01,79
100017667,2022-01-06 03:00:00,ENTITY01,53
100017668,2022-01-06 04:00:00,ENTITY01,90
100017669,2022-01-06 05:00:00,ENTITY01,20
100017670,2022-01-06 06:00:00,ENTITY01,58
100017671,2022-01-06 07:00:00,ENTITY01,48
100017672,2022-01-06 08:00:00,ENTITY01,66
100017673,2022-01-06 09:00:00,ENTITY01,28
100017674,2022-01-06 10:00:00,ENTITY01,74
100017675,2022-01-06 11:00:00,ENTITY01,30
100017676,2022-01-06 12:00:00,ENTITY01,86
100017677,2022-01-06 13:00:00,ENTITY01,54
100017678,2022-01-06 14:00:00,ENTITY01,27
100017679,2022-01-06 15:00:00,ENTITY01,1
100017680,2022-01-06 16:00:00,ENTITY01,45
100017681,2022-01-06 17:00:00,ENTITY01,81
100017682,2022-01-06 18:00:00,ENTITY01,9
100017683,2022-01-06 19:00:00,ENTITY01,11
100017684,2022-01-06 20:00:00,ENTITY01,0
100017685,2022-01-06 21:00:00,ENTITY01,77
100017686,2022-01-06 22:00:00,ENTITY01,8
100017687,2022-01-06 23:00:00,ENTITY01,43
100017688,2022-01-07 00:00:00,ENTITY01,71
100017689,2022-01-07 01:00:00,ENTITY01,62
100017690,2022-01-07 02:00:00,ENTITY01,92
100017691,2022-01-07 03:00:00,ENTITY01,34
100017692,2022-01-07 04:00:00,ENTITY01,3
100017693,2022-01-07 05:00:00,ENTITY01,25
100017694,2022-01-07 06:00:00,ENTITY01,57
100017695,2022-01-07 07:00:00,ENTITY01,60
100017696,2022-01-07 08:00:00,ENTITY01,81
100017697,2022-01-07 09:00:00,ENTITY01,42
100017698,2022-01-07 10:00:00,ENTITY01,73
100017699,2022-01-07 11:00:00,ENTITY01,24
100017700,2022-01-07 12:00:00,ENTITY01,31
100017701,2022-01-07 13:00:00,ENTITY01,62
100017702,2022-01-07 14:00:00,ENTITY01,56
100017703,2022-01-07 15:00:00,ENTITY01,6
100017704,2022-01-07 16:00:00,ENTITY01,37
100017705,2022-01-07 17:00:00,ENTITY01,18
100017706,2022-01-07 18:00:00,ENTITY01,64
100017707,2022-01-07 19:00:00,ENTITY01,29
100017708,2022-01-07 20:00:00,ENTITY01,34
100017709,2022-01-07 21:00:00,ENTITY01,79
100017710,2022-01-07 22:00:00,ENTITY01,71
100017711,2022-01-07 23:00:00,ENTITY01,50
100017712,2022-01-08 00:00:00,ENTITY01,86
100017713,2022-01-08 01:00:00,ENTITY01,75
100017714,2022-01-08 02:00:00,ENTITY01,44
100017715,2022-01-08 03:00:00,ENTITY01,65
100017716,2022-01-08 04:00:00,ENTITY01,5
100017717,2022-01-08 05:00:00,ENTITY01,11
100017718,2022-01-08 06:00:00,ENTITY01,71
100017719,2022-01-08 07:00:00,ENTITY01,17
100017720,2022-01-08 08:00:00,ENTITY01,71
100017721,2022-01-08 09:00:00,ENTITY01,69
100017722,2022-01-08 10:00:00,ENTITY01,44
100017723,2022-01-08 11:00:00,ENTITY01,28
100017724,2022-01-08 12:00:00,ENTITY01,52
100017725,2022-01-08 13:00:00,ENTITY01,17
100017726,2022-01-08 14:00:00,ENTITY01,28
100017727,2022-01-08 15:00:00,ENTITY01,19
100017728,2022-01-08 16:00:00,ENTITY01,28
100017729,2022-01-08 17:00:00,ENTITY01,46
100017730,2022-01-08 18:00:00,ENTITY01,93
100017731,2022-01-08 19:00:00,ENTITY01,84
100017732,2022-01-08 20:00:00,ENTITY01,44
100017733,2022-01-08 21:00:00,ENTITY01,82
100017734,2022-01-08 22:00:00,ENTITY01,9
100017735,2022-01-08 23:00:00,ENTITY01,27
100017736,2022-01-09 00:00:00,ENTITY01,45
100017737,2022-01-09 01:00:00,ENTITY01,36
100017738,2022-01-09 02:00:00,ENTITY01,11
100017739,2022-01-09 03:00:00,ENTITY01,58
100017740,2022-01-09 04:00:00,ENTITY01,90
100017741,2022-01-09 05:00:00,ENTITY01,97
100017742,2022-01-09 06:00:00,ENTITY01,87
100017743,2022-01-09 07:00:00,ENTITY01,5
100017744,2022-01-09 08:00:00,ENTITY01,80
100017745,2022-01-09 09:00:00,ENTITY01,6
100017746,2022-01-09 10:00:00,ENTITY01,12
100017747,2022-01-09 11:00:00,ENTITY01,32
100017748,2022-01-09 12:00:00,ENTITY01,80
100017749,2022-01-09 13:00:00,ENTITY01,57
100017750,2022-01-09 14:00:00,ENTITY01,81
100017751,2022-01-09 15:00:00,ENTITY01,46
100017752,2022-01-09 16:00:00,ENTITY01,23
100017753,2022-01-09 17:00:00,ENTITY01,32
100017754,2022-01-09 18:00:00,ENTITY01,64
100017755,2022-01-09 19:00:00,ENTITY01,90
100017756,2022-01-09 20:00:00,ENTITY01,97
100017757,2022-01-09 21:00:00,ENTITY01,9
100017758,2022-01-09 22:00:00,ENTITY01,93
100017759,2022-01-09 23:00:00,ENTITY01,94
100017760,2022-01-10 00:00:00,ENTITY01,93
100017761,2022-01-10 01:00:00,ENTITY01,1
100017762,2022-01-10 02:00:00,ENTITY01,77
100017763,2022-01-10 03:00:00,ENTITY01,3
100017764,2022-01-10 04:00:00,ENTITY01,57
100017765,2022-01-10 05:00:00,ENTITY01,27
100017766,2022-01-10 06:00:00,ENTITY01,81
100017767,2022-01-10 07:00:00,ENTITY01,23
100017768,2022-01-10 08:00:00,ENTITY01,37
100017769,2022-01-10 09:00:00,ENTITY01,46
100017770,2022-01-10 10:00:00,ENTITY01,85
100017771,2022-01-10 11:00:00,ENTITY01,31
100017772,2022-01-10 12:00:00,ENTITY01,35
100017773,2022-01-10 13:00:00,ENTITY01,71
100017774,2022-01-10 14:00:00,ENTITY01,69
100017775,2022-01-10 15:00:00,ENTITY01,23
100017776,2022-01-10 16:00:00,ENTITY01,80
100017777,2022-01-10 17:00:00,ENTITY01,81
100017778,2022-01-10 18:00:00,ENTITY01,45
100017779,2022-01-10 19:00:00,ENTITY01,23
100017780,2022-01-10 20:00:00,ENTITY01,23
100017781,2022-01-10 21:00:00,ENTITY01,54
100017782,2022-01-10 22:00:00,ENTITY01,40
100017783,2022-01-10 23:00:00,ENTITY01,27
100017784,2022-01-11 00:00:00,ENTITY01,39
100017785,2022-01-11 01:00:00,ENTITY01,58
100017786,2022-01-11 02:00:00,ENTITY01,54
100017787,2022-01-11 03:00:00,ENTITY01,41
100017788,2022-01-11 04:00:00,ENTITY01,13
100017789,2022-01-11 05:00:00,ENTITY01,2
100017790,2022-01-11 06:00:00,ENTITY01,49
100017791,2022-01-11 07:00:00,ENTITY01,35
100017792,2022-01-11 08:00:00,ENTITY01,44
100017793,2022-01-11 09:00:00,ENTITY01,3
100017794,2022-01-11 10:00:00,ENTITY01,47
100017795,2022-01-11 11:00:00,ENTITY01,46
100017796,2022-01-11 12:00:00,ENTITY01,35
100017797,2022-01-11 13:00:00,ENTITY01,5
100017798,2022-01-11 14:00:00,ENTITY01,10
100017799,2022-01-11 15:00:00,ENTITY01,57
100017800,2022-01-11 16:00:00,ENTITY01,80
100017801,2022-01-11 17:00:00,ENTITY01,86
100017802,2022-01-11 18:00:00,ENTITY01,36
100017803,2022-01-11 19:00:00,ENTITY01,60
100017804,2022-01-11 20:00:00,ENTITY01,85
100017805,2022-01-11 21:00:00,ENTITY01,8
100017806,2022-01-11 22:00:00,ENTITY01,47
100017807,2022-01-11 23:00:00,ENTITY01,55
100017808,2022-01-12 00:00:00,ENTITY01,79
100017809,2022-01-12 01:00:00,ENTITY01,76
100017810,2022-01-12 02:00:00,ENTITY01,70
100017811,2022-01-12 03:00:00,ENTITY01,15
100017812,2022-01-12 04:00:00,ENTITY01,34
100017813,2022-01-12 05:00:00,ENTITY01,8
100017814,2022-01-12 06:00:00,ENTITY01,32
100017815,2022-01-12 07:00:00,ENTITY01,67
100017816,2022-01-12 08:00:00,ENTITY01,3
100017817,2022-01-12 09:00:00,ENTITY01,42
100017818,2022-01-12 10:00:00,ENTITY01,94
100017819,2022-01-12 11:00:00,ENTITY01,57
100017820,2022-01-12 12:00:00,ENTITY01,64
100017821,2022-01-12 13:00:00,ENTITY01,19
100017822,2022-01-12 14:00:00,ENTITY01,18
100017823,2022-01-12 15:00:00,ENTITY01,58
100017824,2022-01-12 16:00:00,ENTITY01,24
100017825,2022-01-12 17:00:00,ENTITY01,2
100017826,2022-01-12 18:00:00,ENTITY01,92
100017827,2022-01-12 19:00:00,ENTITY01,4
100017828,2022-01-12 20:00:00,ENTITY01,70
100017829,2022-01-12 21:00:00,ENTITY01,52
100017830,2022-01-12 22:00:00,ENTITY01,71
100017831,2022-01-12 23:00:00,ENTITY01,11
100017832,2022-01-13 00:00:00,ENTITY01,91
100017833,2022-01-13 01:00:00,ENTITY01,29
100017834,2022-01-13 02:00:00,ENTITY01,9
100017835,2022-01-13 03:00:00,ENTITY01,1
100017836,2022-01-13 04:00:00,ENTITY01,86
100017837,2022-01-13 05:00:00,ENTITY01,10
100017838,2022-01-13 06:00:00,ENTITY01,98
100017839,2022-01-13 07:00:00,ENTITY01,55
100017840,2022-01-13 08:00:00,ENTITY01,71
100017841,2022-01-13 09:00:00,ENTITY01,99
100017842,2022-01-13 10:00:00,ENTITY01,96
100017843,2022-01-13 11:00:00,ENTITY01,74
100017844,2022-01-13 12:00:00,ENTITY01,73
100017845,2022-01-13 13:00:00,ENTITY01,3
100017846,2022-01-13 14:00:00,ENTITY01,33
100017847,2022-01-13 15:00:00,ENTITY01,99
100017848,2022-01-13 16:00:00,ENTITY01,45
100017849,2022-01-13 17:00:00,ENTITY01,71
100017850,2022-01-13 18:00:00,ENTITY01,22
100017851,2022-01-13 19:00:00,ENTITY01,42
100017852,2022-01-13 20:00:00,ENTITY01,90
100017853,2022-01-13 21:00:00,ENTITY01,25
100017854,2022-01-13 22:00:00,ENTITY01,90
100017855,2022-01-13 23:00:00,ENTITY01,1
100017856,2022-01-14 00:00:00,ENTITY01,70
100017857,2022-01-14 01:00:00,ENTITY01,33
100017858,2022-01-14 02:00:00,ENTITY01,17
100017859,2022-01-14 03:00:00,ENTITY01,59
100017860,2022-01-14 04:00:00,ENTITY01,6
100017861,2022-01-14 05:00:00,ENTITY01,49
100017862,2022-01-14 06:00:00,ENTITY01,48
100017863,2022-01-14 07:00:00,ENTITY01,17
100017864,2022-01-14 08:00:00,ENTITY01,85
100017865,2022-01-14 09:00:00,ENTITY01,15
100017866,2022-01-14 10:00:00,ENTITY01,82
100017867,2022-01-14 11:00:00,ENTITY01,94
100017868,2022-01-14 12:00:00,ENTITY01,80
100017869,2022-01-14 13:00:00,ENTITY01,35
100017870,2022-01-14 14:00:00,ENTITY01,31
100017871,2022-01-14 15:00:00,ENTITY01,35
100017872,2022-01-14 16:00:00,ENTITY01,35
100017873,2022-01-14 17:00:00,ENTITY01,40
100017874,2022-01-14 18:00:00,ENTITY01,38
100017875,2022-01-14 19:00:00,ENTITY01,55
100017876,2022-01-14 20:00:00,ENTITY01,45
